YEAR,ISL,CEU,ALA,ASW,SA2,WNA,ACN,ACS,GRL,SJM,SCA,RUA,ASN,CAU,ASC,ASE,TRP,SA1,NZL,ANT
1978,-0.4354911091287061,1.1354144812989933,0.024830980061246077,-0.8656664392772184,-0.14314264421767325,-0.20230604036110236,0.008240399983426796,-0.21936143269561653,0.20608817149179706,-0.25585544495706997,-0.4570189724240439,-0.15010881910654936,-0.6202867021427331,0.49288378158140583,-0.5444628446038912,-0.7380458720727407,0.1259518204839041,-0.3789104099255427,0.35008272250102346,0.43069692600037646
1979,-0.12657899843773324,0.09630137726216542,-0.5912251547285619,-0.23467791788895892,0.12204330466518303,-1.493444955759326,0.0457582492985227,-0.18571415561333754,0.26460751890470935,-0.4210015125348675,-0.019526970675321893,-0.3153087862339482,-0.4996588032506541,-0.25719728180055157,-0.08035587943866652,-0.2594588766474934,0.24595500751516358,-0.2692162179641758,0.6180268550927117,0.5371125388928962
1980,-0.8666074956372395,0.8715394863927607,0.6082132578877575,-0.4889275251201094,-0.0783481357600039,-0.4464180891090742,0.04132141249029996,-0.20020405196137353,0.14729323773905204,-0.20034751771818832,-1.1616444902092518,-0.08833779193178981,-0.3063190576274322,0.4327232570576275,-0.30059629836546764,-0.4419945736813385,0.1548971297791763,-0.3524207115798647,0.4188173063173848,0.4580298529460747
1981,-0.015281789877802458,0.3020000110658602,0.5610568358153931,0.34264137225791164,-0.04591249374201473,-0.6641467810413472,-0.08148380761174931,-0.31923026799976745,-0.04917596333926989,-0.2409364550842314,-0.026742457752347227,-0.13569980909254498,-0.3547862319780282,-0.8573540392557775,0.12896869837293795,-0.24680472621806535,0.16933972736117414,-0.339233009515386,0.45337384847844875,0.4717640318469902
1982,-0.43111641330579514,-0.5199618489619232,-0.39444150480526097,-0.304856509706619,-1.5510455308579016,0.01188467635019755,0.02719492277962111,-0.23589317066306364,0.18622801282673593,0.25392458354730096,-0.10356194115708094,0.35906937530625127,-0.4121176559729851,0.47257101264141876,-0.10964182704582423,-0.2921113366170456,-0.5131899223898493,-0.9630131627387806,-1.0550442179661503,-0.1271823193645183
1983,0.38010287550224614,-0.1866066763329478,-0.6535301373981933,-0.14707728525820146,1.7621558176502863,-0.09471263494047397,0.006990896744928817,-0.21792723861876975,0.20921394932890822,0.0440208405935838,0.44783185794627217,0.14885378154479048,-0.022103815442406787,-0.9175030510871175,0.022256471384483258,-0.17355419245481213,0.9882449100039797,0.40902745861443046,2.2722959292124645,1.1940119160913114
1984,-0.07957140314513153,0.3162369321207765,-0.2312112015067037,-0.6783925844504268,-0.9121079893229974,0.32828402335039597,0.11344077295206194,-0.12138402797181023,0.29768766874919006,-0.44119297551517433,0.07710251583720511,-0.33640880969997566,-0.23044800020969808,0.34869619936004237,-0.4848536153406123,-0.6116220410280279,-0.2243251175253841,-0.6992036973793956,-0.4091762527513218,0.12925740369118963
1985,-0.41464601238518245,-0.1256193166154206,0.2598571617004211,-0.36749022097980405,-0.056740528877162376,-0.5308193393936717,0.016627020773368237,-0.22568913655775913,0.06480671372995957,-0.2511731253649042,-0.7329082050159585,-0.1466576683111399,-0.2841184276952521,-0.16880652196608326,-0.32618904816257543,-0.5450597135317156,0.16295481023355257,-0.3454642722039386,0.45182578151361086,0.4711097334103057
1986,0.3968626532370618,-0.5935974056137459,-0.07277708001832162,-0.37199192553876004,-1.1610803347049297,-0.2826055499064546,0.14718659700065007,-0.059978113448093326,0.5646271570783592,-0.0010904877123052187,-0.3103161000936228,0.10308726254092913,-0.33456464342648684,-0.4924429666857325,-0.33090811346728105,-0.5596702769802724,-0.338075024306299,-0.803607943125237,-0.6536766467553399,0.03209788388546824
1987,0.3652772011360215,-0.5124067997793647,-0.05243984879558503,0.19964502234701523,0.2737614375715311,-0.5243021894951996,-0.13679269548487918,-0.3276542686378777,0.16483564997477496,0.4338498736469387,0.6084850132357353,0.5365202516286729,-0.08740527324397186,1.0676664728426417,0.1477275737083956,-0.23209414158405547,0.3117512874808134,-0.21013461016591686,0.7892970870961084,0.6049939884849578
1988,-0.7564292120667483,-0.34135605178612755,0.29834891228937144,-0.05059090868904585,1.0048076328318152,-0.0541673107879194,-0.12178439327765352,-0.3964072929473348,-0.21063031885974393,-0.25282922197611757,-1.1830839116655796,-0.14923474118966573,-0.20282704621608189,0.4742416206759007,-0.20412359889069331,-0.5726160346998502,0.64247025587293,0.0915619405981696,1.5261421821866392,0.8974755363550699
1989,0.7718494066790214,-0.44952866268886943,-1.1509317001216302,-0.0770314511650822,-0.9221120327626862,-0.47316426282011714,0.07918579532760191,-0.181209162106812,0.2720726747157846,-0.17892099256412883,1.4202319256578853,-0.07608809391983017,-0.12062080996672882,0.11063316558819569,0.030675689423894724,-0.1301634191487123,-0.23170684891930945,-0.7080752372368423,-0.4043128940287535,0.13080552535356962
1990,-0.5008350383514866,-0.8711995185813283,-1.283782924374508,-0.36020501353076106,-0.9431585370045129,-0.41245689657956536,-0.20172286497177022,-0.42220745574489704,-0.11370498659607643,-0.4285705533998393,0.7677605642106102,-0.34562701001373397,-0.2500604302302665,0.29440680069027214,-0.2081911866914216,-0.3998786404451779,-0.24215639173238804,-0.7186926209812801,-0.42183350603160885,0.12366048624219214
1991,-1.2750644789733083,-0.786680458591847,-0.36776047495071257,-0.35379985535717284,-0.7041800837678514,-0.04578599887540931,-0.06578046517051014,-0.282264334426918,-0.20000634780268198,0.2778170630613332,0.08277550034329346,0.3583484616691025,-0.7459833545177069,-0.09851954170926765,-0.4217407838472154,-0.8581638928993296,-0.1349303462140407,-0.62223816797722,-0.1781663045010827,0.22016137686353449
1992,0.8396498595732631,-0.5834077882311972,-0.5194356420197136,0.18545244912295492,0.704392927899582,-1.452540551797509,-0.03498515971607044,-0.2635344365954163,0.31239802232285013,0.05282706918673062,0.8079366658473696,0.11683566844981502,-0.19475773446868175,0.07688611167319069,0.18570310476186286,-0.06533075242603184,-1.0943373369343978,-0.042255892735354156,1.2395269814769065,0.7827518598739556
1993,0.5802698950480735,0.04488180366067815,-0.9689560634451944,0.545963255349791,-0.39304463623561176,-0.9360866529576003,-0.344067558046483,-0.5780894815473191,-0.20162697276698205,-0.6777638402965035,0.8971909347979481,-0.5828579930517512,0.20229163338083947,0.7934402092717974,0.49021807783364163,0.3161245045200121,0.3206917708648436,-0.5018630990672925,0.14243822610736084,0.34667914104655456
1994,-0.10596950697485838,-0.41790888928570297,-0.536030420389009,-0.28768740272686794,-1.2410612775330168,-0.8872321452805402,-0.09099472112886953,-0.30896981456579037,0.03635787709518071,0.15598159088660682,0.06592456939067985,0.24752300294606894,-0.43803051200254073,-0.5643844653867425,-0.19013694774381534,-0.37009152342205226,-0.2844359386434324,-0.8609032976809885,-0.704141359018802,0.009930715017896403
1995,-0.746540721288665,0.1918979031069173,-1.0092238845030683,-0.46211009019306964,-0.7456709019094477,-0.4547222123970617,-0.14114454163478415,-0.3809562056716239,0.029202014884472927,-0.3546813856298453,0.5603258204010758,-0.20990844264074213,-0.27553715634097203,0.0933400154423502,-0.19746130507574172,-0.3620752192502356,-1.2444742713711057,-0.6696430220519748,-0.20237410636304148,0.2083819967171005
1996,-1.0040838288348526,-0.22031573895305762,-1.1003741855195956,-0.17692808370407526,-0.8666029257199168,0.2819094355974909,0.07208825526480822,-0.17999496670363566,0.6830322644253187,0.0003007622358228019,-0.4967349914256268,-0.0008190304867639356,-0.2352305160320222,-0.013313493486689684,0.04986646586685373,-0.15848902908664508,-0.6532024225367481,-0.7722178004558266,-0.31918572911999205,0.16096040482193927
1997,-1.0803167287679467,-0.11097542733987614,-1.7111299249394005,-1.382004615579866,-1.5923483861464993,0.22102179235062425,0.03839998444655908,-0.19042410529254528,0.26525565873645557,-0.12510080952217253,-0.45634378372661694,0.00546503471248505,-0.7240225710775051,0.31099693311038146,-0.9959164939049499,-1.1097892155144584,0.13288946240154043,-1.075535299125973,-1.0433617945337745,-0.1279515110873975
1998,-1.1802163401509742,-1.4579639206855128,-0.4307903210996794,0.14913108377527232,1.0836556298985467,-1.6682448629146243,-0.22622846606162322,-0.49152436208164546,-0.5135448887371861,-0.5091040058047592,-0.10221355224294147,-0.38735631359736655,-0.8954576964067658,-1.1658553382940375,-0.11202692657469747,-0.5403684608119537,-1.6675432924664844,0.035838482554771324,1.6453246363926752,0.9379041664624597
1999,-0.7825985265101639,-0.3925039782397141,-0.6619275369465296,0.035384317604167416,-2.522332346298432,1.5484801745085366,-0.3105490781394706,-0.539727056340237,-0.1232735886304301,-0.14194527200846208,-0.3010008844269326,-0.05279286436576117,-0.39899803493307,-0.6026203719533396,-0.16340291282800715,-0.6001886299556772,-0.12185319432146302,-1.446042803909088,-1.973213974652255,-0.5010599827259486
2000,-1.3184265912958517,-0.4572579603678073,0.11817650224650271,0.30488506290408435,-0.5954133614136067,0.32722850196029146,-0.39141726925248616,-0.6363618821503225,-0.19333585887798177,0.12485670513584322,0.5739536680473409,0.16079434787050412,-0.3148790424600781,-1.0155064220110215,0.16755366410580302,-0.1852219990120187,0.07378337154986302,-0.6115112211840839,-0.04548666252369222,-0.4195749642273356
2001,-0.8997737124199341,0.3572153554917572,-0.33829221758263706,-0.1303985091840146,0.7470770249773291,-1.1076070406256275,-0.1821908130829343,-0.43657780401676294,-0.32188003880280064,-0.3848635677789921,-0.9231611741861063,-0.34489209934831605,-0.5414112119186482,-0.5978853912075252,-0.30480718788096606,-0.6589292579454942,0.0013098652847510159,0.1833066545098344,0.3682624169875273,0.09036279473679322
2002,-0.8036579750174878,-0.4110795589315025,-0.6818659183019631,0.1250467469700491,-0.3433848961307095,0.008695350624257733,0.09054575144575078,-0.14542911183033808,0.14059361480866633,-0.16634795691776436,-1.258938119373981,-0.04000496976617304,-0.5387233082683343,0.43162366134604085,-0.16754601005946396,-0.5327686366754243,-0.5456306879081008,-1.2708061891705316,-1.1017894810321192,-0.23819874251926196
2003,-1.1797615340438405,-2.011573429274185,-0.9574868610057553,-0.45527281694695276,0.7992381811516888,-1.1600707471063023,-0.1345307439988751,-0.3534694102476401,0.9854286910683953,-0.4555428453997978,-1.5311703178506506,-0.31249635352719907,-0.2645968962771366,0.30353440982820806,0.12226963753558961,-0.16091934060865493,-0.700648690496382,-0.7831691073085453,-0.6278889899370954,-0.29246095779082026
2004,-1.3606997177146118,-0.6393147214785351,-1.969270259736011,-0.44336636857519646,0.04298020386430066,-1.4200675709713333,0.2048628768728175,-0.018050477933656193,-0.412685265301411,-0.6398446812777115,-0.39875069562121296,-0.47167131693135755,-0.3717656458834846,0.5727739586038573,-0.12245498960438574,-0.4397165937771008,-0.8868055472904526,-1.8884208661379356,-1.7592565490497152,-0.01780497320762734
2005,-1.2535607690711028,-0.9595929162564906,-1.2037421234711732,0.3025148133461828,-0.2835106344309576,-2.002997271651916,-0.318748285960279,-0.5177023685621961,-1.057212052611158,-0.4776286900065264,-0.047888280675250854,-0.32859216382280293,-0.2369021287660128,0.33549510859184845,0.04925820920641132,-0.34227297804858836,-1.6031843051420382,-1.51639678631427,1.0065490196990514,-0.03427558127323108
2006,-0.9278311706788623,-1.1648236025136407,-0.4002160709500356,-0.894953557846887,0.9682608120427875,-0.8404108730364878,-0.09045338772956919,-0.33675008612255364,0.200285704515945,-0.22201049737819512,-1.9845244781519504,-0.10642385906977996,-0.5791151588413919,-0.6974912243200138,-0.5546976776024994,-0.797420547034987,-0.34585146019879337,-1.0363360432400814,0.41329120798279506,-0.5701003335291324
2007,-0.728470433313827,-0.8829057283721605,-0.3576102719622484,-0.6098958003538587,0.3566007766056976,0.1152422546013314,-0.5830864347108975,-0.8166394946504439,-0.7913082113891541,-0.13644008636560112,0.06467779172319157,-0.02637859716583594,-0.5908097967963136,-1.3066317619669008,-0.3578019817611723,-0.49268794023713874,-0.31426173560735865,-0.42473384790637425,0.4657116456870062,-0.3489473149315747
2008,-0.914991506756276,-0.8837054730115922,0.7707284448729972,-0.7362206206066904,-0.05148799719228425,0.29251856140781174,-0.6597730759015318,-0.8863430637042595,-0.22561314371671953,0.1705192120300821,0.17573216744084028,0.2764390105116762,-1.014165607929377,-0.37867081598609786,-0.6048900430488109,-0.45126954677908526,0.8715186533717529,-0.5826628765285764,-1.709655377875203,-0.0903852541492601
2009,-0.40214849292130217,-0.7373246176074232,-0.9484281482220106,0.49515670293914626,0.5766230418916817,-1.250778941686675,-0.474020089448833,-0.6867774206648489,-0.4109059107141558,-0.1836773223225167,-0.41659496293454823,-0.1257973949912893,0.252901655095513,-0.25598745401178263,0.386331693430835,-0.31819466289047227,-0.7261259529371178,-0.6548204327794818,-0.8182040562695011,-0.33829638453117034
2010,-2.6045419884220937,-0.46166425177398646,-0.7140396969651702,0.449202990239451,-1.5204636900871742,0.2411999537100848,-0.31373058166845447,-0.5905317765219088,-1.0575008858327613,0.007678646865032259,-1.141744261236198,0.14211428386992173,-0.3253363512051105,-0.8179432174204665,-0.1454032878844857,-0.5326609520642246,-1.0876153666297963,0.356281852657853,-0.12192285638070902,0.3706149539963375
2011,-0.35347523125667835,-1.2417041193846496,-1.044360282683948,0.1636438992834001,-0.6660552537588286,1.0085743699697107,-0.919363144792289,-1.1590675584086214,-1.2540669602754957,-0.6526236806023296,-1.2186303282681303,-0.5369381424614881,-0.634841620976491,-0.6659040458321266,0.05894344437947352,0.032480003175853915,-0.05212621716635137,-0.9505008563241855,-1.9393421421886763,0.157607232198076
2012,-0.7930468586316187,-1.2813359838522733,0.5783036802045006,-0.3041136461195811,-1.7693535398914928,0.3454818904463235,-0.843906406472385,-1.0953969115296938,-0.4794882965762569,-0.001352515136904028,0.570267478524774,0.09799443259915838,-1.0025755384814334,-1.2159170600822249,-0.3881239781121411,-0.8187424041665934,-0.04662238448657939,-0.9561930807949893,-0.657681322685152,-0.050244371179447946
2013,-0.5150361303881621,-0.16053526005757834,-1.4314223757702689,-0.16440006325158138,-0.4128362414162382,-1.315530478890249,0.14812187082542366,-0.10600854732318475,-0.5559409789051897,-0.7723059108930453,-1.2802803611112994,-0.6643364637320293,-0.591874270745328,-0.2605473042423186,-0.05376662681911527,-0.06405541667486009,-0.15278801169098966,-0.48893988458521126,0.2539809701126695,0.1171878443791712
2014,-0.8341716572029924,-0.1000551429684877,-1.1130633613948862,-0.31163765762027135,-0.31171667377486734,-1.0952272885623078,-0.09732409226722646,-0.33120690495504035,0.0016207474820294613,0.03266160525499608,-1.0331594997371851,0.17100370882237195,-0.7487828896036841,-1.0450463650045594,-0.32515067965005967,-0.5553099536093977,-0.16514833628163317,-0.07584880329022035,0.08746291742037758,0.2741909111036121
2015,0.6746846481270484,-1.4143057860386854,-1.2849856748560002,-0.18943075223222627,-1.053893409582202,-2.4679688824171797,-0.660606547168518,-0.9259083949608764,0.36990213763642976,-0.4372560018173216,0.6625915728257918,-0.3079747711957398,-0.8926509994652022,-0.9158927314467873,-0.30861139424209805,-0.46074989673907213,-0.22949996735635195,-0.7901845882333057,0.13316006493552807,0.3342747643205325
2016,-1.0464910971166492,-0.572220592066526,-1.0448355381927548,0.12353032338584016,-1.6182053790083346,-0.864722590590307,-0.48058572019153073,-0.7609708899606185,-1.0384676693435975,-0.7954747925137571,-0.4566889321401216,-0.6976129338589359,-0.2571482646697834,-0.748959534820245,0.11511699687073244,-0.24243970532592124,-1.3313489787377075,-0.5744942605302737,-1.2950350600002198,-0.023350933205529865
2017,-0.4566003610808486,-1.4450113632427717,-1.2515133464860015,-0.27035147787063396,0.3138781038972357,-0.24213626680022293,0.08910944601099942,-0.1817685574664,-0.20469456680362197,-0.38301972784263955,0.1505499766799004,-0.27509263681457585,-0.982381370683992,-0.730383581130142,-0.4343091644373511,-0.8550831333266005,-0.4821353753156403,-1.3342367786935603,0.11731687410028883,-0.37799341440810696
2018,-0.12346050064637959,-1.2053114362783297,-1.5437279598841993,-0.055697263267859606,-2.925979629370828,-0.5902750956764669,0.16035041176238332,-0.08999826764006442,0.415973194769776,-0.5786055967805951,-1.5365734051663762,-0.4532152316551893,-0.5135472811651446,-0.34949591857405343,-0.2589893289038883,-0.9560291640828825,-0.0009921876825562598,-0.8527048739800652,-2.1698231252290414,-0.3544484490374467
2019,-1.3356909153784238,-0.8701924677938903,-2.1042580165034956,-0.1129124463755234,-1.532545076749181,-1.4547728904384036,-0.6252285192480864,-0.85178371988901,-1.2168112261486688,-0.4177596911617609,-0.8113465247272678,-0.2822130464715144,-0.4386165463132738,-0.6274030295616652,-0.33319504501037883,-0.7261471302501243,-0.4095344331884977,-1.1252370477228546,-1.7991084848888552,0.13073553612685207
2020,-0.566279628474928,-0.5851673536819348,-0.8338975934273665,0.2561828990071671,-1.7349220154580245,-0.6191397034049035,-0.6019228984871874,-0.8717335225775041,-0.6417622958778318,-1.366181293835371,0.3063913156094611,-1.2335842996278938,-0.6027058048353133,-1.2965506408977023,0.11609184680620567,-0.44529381301692966,-0.6537987477120577,-1.3223249194135775,-1.3276835490927388,-0.8875073329571922
2021,-1.341406039254679,-0.44263970753645443,-0.6121529548189866,-0.3219913125164035,-0.016242229144387676,-1.4707897669698682,0.018271251514024995,-0.22302342759435015,-0.7794070271654018,-0.34540454864196535,-0.9809283943535028,-0.2092415426825495,-0.6542363724320198,-0.23049026184938814,-0.25012144053837204,-0.06469870614221863,0.04935802057737102,-1.762757689051531,-0.6213117578364848,-0.34207020860201526
