Time,GMSL,GMSL uncertainty
1987,-11.2,6.2
1987,-8.5,6.2
1987,-10.8,6.2
1987,-12.4,6.3
1987,-10.9,6.3
1987,-9.3,6.3
1987,-8.2,6.3
1987,-13.5,6.3
1987,-15.3,6.2
1987,-16.7,6.2
1987,-12.1,6.2
1987,-8.6,6.3
1988,-9.1,6.3
1988,-7.8,6.2
1988,-9.9,6.3
1988,-8.2,6.3
1988,-8.1,6.3
1988,-6.6,6.3
1988,-6.4,6.3
1988,-4.8,6.3
1988,-3.3,6.3
1988,-2.6,6.3
1988,-4.9,6.3
1988,-9.4,6.4
1989,-9.4,6.4
1989,-8.0,6.3
1989,-2.4,6.3
1989,-1.6,6.3
1989,-1.1,6.3
1989,-3.0,6.3
1989,-2.7,6.3
1989,-1.0,6.4
1989,0.3,6.4
1989,0.6,6.4
1989,1.1,6.4
1989,-0.6,6.4
1990,-0.2,6.5
1990,-2.6,6.5
1990,-4.4,6.5
1990,-3.9,6.5
1990,-4.1,6.5
1990,-0.0,6.5
1990,-0.2,6.5
1990,2.8,6.5
1990,3.0,6.5
1990,3.8,6.5
1990,4.3,6.5
1990,1.6,6.5
1991,3.0,6.5
1991,3.7,6.5
1991,5.0,6.5
1991,1.4,6.5
1991,-1.0,6.5
1991,-1.4,6.5
1991,1.0,6.5
1991,3.6,6.5
1991,3.8,6.5
1991,4.1,6.5
1991,4.0,6.5
1991,2.9,6.6
1992,5.0,6.6
1992,6.0,6.6
1992,4.6,6.5
1992,3.1,6.6
1992,0.6,6.6
1992,1.0,6.6
1992,0.3,6.6
1992,0.6,6.6
1992,2.2,6.5
1992,5.5,6.5
1992,5.1,6.5
1992,4.0,6.6
1993,2.7,6.6
1993,3.8,6.6
1993,6.3,6.6
1993,8.3,6.6
1993,8.6,6.6
1993,4.3,6.6
1993,0.6,6.6
1993,-2.4,6.6
1993,-5.3,6.6
1993,-4.1,6.6
1993,-5.2,6.6
1993,-0.6,6.6
1994,3.4,6.6
1994,4.0,6.6
1994,6.0,6.6
1994,5.1,6.5
1994,7.4,6.5
1994,6.4,6.5
1994,9.0,6.5
1994,8.3,6.5
1994,8.0,6.5
1994,7.6,6.5
1994,5.9,6.6
1994,7.8,6.6
1995,8.6,6.6
1995,9.7,6.6
1995,10.4,6.6
1995,8.6,6.6
1995,7.7,6.6
1995,6.6,6.6
1995,7.9,6.5
1995,7.3,6.5
1995,8.6,6.5
1995,10.1,6.5
1995,12.5,6.5
1995,16.3,6.5
1996,16.2,6.6
1996,16.1,6.6
1996,11.1,6.6
1996,8.4,6.6
1996,7.5,6.6
1996,7.1,6.6
1996,13.0,6.5
1996,15.6,6.6
1996,20.7,6.6
1996,18.1,6.7
1996,16.0,6.7
1996,14.2,6.7
1997,16.5,6.6
1997,19.2,6.6
1997,22.8,6.6
1997,23.1,6.6
1997,22.7,6.6
1997,22.2,6.6
1997,17.6,6.6
1997,17.7,6.6
1997,16.9,6.6
1997,22.1,6.6
1997,22.0,6.7
1997,23.9,6.7
1998,20.4,6.7
1998,16.4,6.7
1998,11.5,6.8
1998,7.1,6.9
1998,6.5,6.8
1998,7.2,6.8
1998,9.5,6.8
1998,10.1,6.8
1998,11.6,6.8
1998,9.9,6.8
1998,8.9,6.8
1998,8.9,6.8
1999,12.5,6.8
1999,15.8,6.8
1999,20.7,6.7
1999,19.9,6.8
1999,21.9,6.8
1999,21.3,6.8
1999,23.2,6.9
1999,22.7,7.0
1999,22.2,7.0
1999,20.3,6.9
1999,16.2,6.9
1999,14.0,6.9
2000,12.8,6.8
2000,15.5,6.8
2000,19.4,6.8
2000,22.2,6.8
2000,26.2,6.8
2000,25.9,6.8
2000,27.1,6.8
2000,22.4,6.9
2000,20.0,6.8
2000,16.7,6.8
2000,17.8,6.8
2000,19.8,6.8
2001,23.8,6.7
2001,24.2,6.7
2001,27.0,6.7
2001,24.8,6.7
2001,25.3,6.7
2001,25.7,6.7
2001,27.1,6.7
2001,29.8,6.7
2001,29.9,6.7
2001,27.6,6.7
2001,24.5,6.8
2001,22.1,6.8
2002,23.1,6.8
2002,24.3,6.8
2002,25.9,6.8
2002,24.9,6.8
2002,26.5,6.8
2002,29.2,6.8
2002,29.4,6.8
2002,28.5,6.8
2002,30.0,6.8
2002,31.4,6.8
2002,34.2,6.8
2002,32.9,6.8
2003,31.8,6.7
2003,30.2,6.8
2003,29.3,6.8
2003,33.5,6.8
2003,35.9,6.8
2003,40.0,6.8
2003,40.0,7.0
2003,42.4,7.0
2003,43.6,7.1
2003,44.3,7.1
2003,41.0,6.9
2003,39.3,7.0
2004,36.3,6.9
2004,33.4,6.9
2004,33.9,7.0
2004,34.9,6.9
2004,39.2,6.9
2004,41.5,6.9
2004,40.4,6.9
2004,41.6,7.0
2004,38.6,7.0
2004,37.3,6.9
2004,34.5,6.9
2004,34.6,6.9
2005,36.6,6.8
2005,37.2,6.8
2005,36.2,6.9
2005,36.4,6.9
2005,37.9,6.8
2005,40.0,6.8
2005,40.7,6.8
2005,39.7,6.8
2005,36.6,6.8
2005,36.0,6.8
2005,34.7,6.8
2005,35.5,6.8
2006,35.2,6.8
2006,37.8,6.8
2006,43.0,6.8
2006,44.7,6.8
2006,43.4,6.8
2006,40.8,6.8
2006,40.3,6.8
2006,42.2,6.8
2006,43.5,6.8
2006,44.6,6.9
2006,44.2,6.9
2006,39.1,7.0
2007,35.6,7.0
2007,31.4,7.0
2007,34.3,7.1
2007,38.3,7.1
2007,45.5,7.2
2007,49.1,7.2
2007,50.5,7.2
2007,50.5,7.3
2007,47.9,7.1
2007,46.5,7.0
2007,46.8,6.9
2007,45.4,6.8
2008,46.5,6.8
2008,46.1,6.8
2008,52.5,6.8
2008,56.3,6.8
2008,60.1,6.8
2008,60.1,6.8
2008,59.3,6.8
2008,55.0,6.8
2008,50.9,6.8
2008,46.8,6.8
2008,46.8,6.8
2008,46.0,6.9
2009,47.5,6.9
2009,46.8,6.9
2009,49.0,6.9
2009,50.2,6.9
2009,55.6,6.9
2009,59.6,6.9
2009,62.7,6.9
2009,62.9,6.8
2009,63.6,6.8
2009,63.9,6.8
2009,65.6,6.9
2009,68.8,7.0
2010,67.6,7.1
2010,67.6,7.1
2010,63.2,7.1
2010,65.0,7.0
2010,61.7,7.1
2010,61.8,7.1
2010,61.0,7.1
2010,63.3,7.1
2010,65.2,7.1
2010,68.7,7.1
2010,71.1,7.1
2010,72.8,7.4
2011,70.4,7.4
2011,68.5,7.4
2011,67.2,7.5
2011,70.6,7.5
2011,72.6,7.5
2011,73.2,7.6
2011,72.1,7.6
2011,69.3,7.6
2011,67.0,7.6
2011,62.6,7.6
2011,58.7,7.6
2011,55.4,7.7
2012,58.5,7.7
2012,63.8,7.7
2012,72.5,8.3
2012,80.4,8.3
2012,82.0,8.4
2012,82.4,8.4
2012,78.1,8.4
2012,78.8,8.4
2012,78.6,8.4
2012,80.8,8.4
2012,79.4,8.4
2012,77.7,8.8
2013,70.5,8.8
2013,65.7,8.8
2013,67.0,8.8
2013,69.8,8.8
2013,72.0,8.8
2013,71.5,8.8
2013,71.2,8.8
2013,71.6,8.8
2013,68.8,8.8
2013,66.4,8.9
2013,59.7,9.0
2013,58.5,9.0
